2026-07-22T10:48:14.290974600 | MOVE: MOVE 3,6 1,5
2026-07-22T10:48:14.821851500 | MOVE: MOVE 4,1 4,2
2026-07-22T10:48:16.149302600 | MOVE: MOVE 4,0 3,0
2026-07-22T10:48:18.132046200 | MOVE: MOVE 5,6 4,6
2026-07-22T10:48:19.685791400 | MOVE: MOVE 5,4 4,3
2026-07-22T10:48:23.344440 | MOVE: MOVE 2,2 1,3
2026-07-22T10:48:25.174105700 | MOVE: MOVE 2,1 1,1
2026-07-22T10:48:26.839244800 | MOVE: MOVE 3,0 2,0
2026-07-22T10:48:30.037475300 | MOVE: MOVE 4,3 3,3
2026-07-22T10:48:30.683151300 | MOVE: MOVE 4,2 1,2
2026-07-22T10:48:31.269793800 | MOVE: MOVE 3,4 2,4
2026-07-22T10:48:34.125363500 | MOVE: MOVE 4,7 3,7
2026-07-22T10:48:34.879193800 | MOVE: MOVE 4,6 1,6
2026-07-22T10:48:35.651814200 | MOVE: MOVE 6,6 5,6
2026-07-22T10:48:38.229184600 | MOVE: MOVE 7,1 5,2
2026-07-22T10:48:39.397357400 | MOVE: MOVE 3,1 2,1
2026-07-22T10:48:41.279689400 | MOVE: MOVE 3,3 2,2
2026-07-22T10:48:42.545125600 | MOVE: MOVE 1,2 0,2
2026-07-22T10:48:45.218920300 | MOVE: MOVE 1,3 0,4
2026-07-22T10:48:50.501754500 | MOVE: MOVE 1,5 0,7
2026-07-22T10:48:50.714422300 | MOVE: MOVE 1,6 0,6
2026-07-22T10:48:55.748615600 | MOVE: MOVE 5,2 3,3
2026-07-22T10:48:56.084797400 | MOVE: MOVE 1,7 5,3
2026-07-22T10:48:58.289945500 | MOVE: MOVE 2,1 1,0
2026-07-22T10:49:01.396083400 | MOVE: MOVE 2,2 1,2
2026-07-22T10:49:02.829644600 | MOVE: MOVE 2,3 1,4
2026-07-22T10:49:05.588717600 | MOVE: MOVE 2,7 1,6
2026-07-22T10:49:15.543823400 | MOVE: MOVE 3,7 2,7
2026-07-22T10:49:18.519012700 | MOVE: MOVE 1,6 7,0
2026-07-22T10:49:19.324161500 | MOVE: MOVE 3,3 2,1
2026-07-22T10:49:22.700677700 | MOVE: MOVE 1,0 0,1
2026-07-22T10:49:24.701517200 | MOVE: MOVE 1,1 0,0
2026-07-22T10:49:28.431839200 | MOVE: MOVE 1,2 0,3
2026-07-22T10:49:28.450951600 | GAME_OVER: winner=WHITE
2026-07-22T10:50:12.066341500 | LOGIN: LOGIN_OK 1217
2026-07-22T10:50:24.001049700 | ROOM: ROOM_CREATED FUFG2D
2026-07-22T10:50:24.001049700 | MATCH: ROLE WHITE
2026-07-22T10:50:47.119272800 | LOGIN: LOGIN_OK 1202
2026-07-22T10:50:59.647886100 | ROOM: JOIN_FAILED room not found
2026-07-22T10:51:18.628797400 | ROOM: ROOM_JOINED FUFG2D
2026-07-22T10:51:18.629936400 | MATCH: ROLE BLACK
2026-07-22T10:51:28.962710700 | MOVE: MOVE 1,2 3,2
2026-07-22T10:51:28.966726700 | MOVE: MOVE 1,2 3,2
2026-07-22T10:51:32.260853100 | MOVE: MOVE 1,4 3,4
2026-07-22T10:51:32.267898400 | MOVE: MOVE 1,4 3,4
2026-07-22T10:51:50.509305500 | LOGIN: LOGIN_OK 1200
2026-07-22T10:52:06.539431 | ROOM: JOIN_FAILED room not found
2026-07-22T10:52:20.661522500 | ROOM: ROOM_JOINED FUFG2D
2026-07-22T10:52:20.663572300 | MATCH: ROLE SPECTATOR
2026-07-22T10:52:46.629543800 | MOVE: MOVE 3,2 4,2
2026-07-22T10:52:46.630878500 | MOVE: MOVE 3,2 4,2
2026-07-22T10:52:46.643999500 | MOVE: MOVE 3,2 4,2
2026-07-22T10:53:33.359428200 | MOVE: MOVE 7,1 5,2
2026-07-22T10:53:33.359428200 | MOVE: MOVE 7,1 5,2
2026-07-22T10:53:38.569071100 | MOVE: MOVE 6,1 4,1
2026-07-22T10:53:38.569071100 | MOVE: MOVE 6,1 4,1
2026-07-22T10:53:45.490315400 | MOVE: MOVE 1,1 3,1
2026-07-22T10:53:45.490315400 | MOVE: MOVE 1,1 3,1
2026-07-22T10:53:57.692246900 | LOGIN: LOGIN_OK 1200
2026-07-22T10:54:08.372711100 | ROOM: JOIN_FAILED room not found
2026-07-22T10:54:09.815594800 | ROOM: JOIN_FAILED room not found
2026-07-22T10:54:10.616788400 | ROOM: JOIN_FAILED room not found
2026-07-22T10:54:12.151656300 | ROOM: JOIN_FAILED room not found
2026-07-22T10:54:24.737834200 | ROOM: ROOM_JOINED FUFG2D
2026-07-22T10:54:24.740836300 | MATCH: ROLE SPECTATOR
2026-07-22T10:55:17.463711600 | MOVE: MOVE 1,3 3,3
2026-07-22T10:55:17.463711600 | MOVE: MOVE 1,3 3,3
2026-07-22T10:55:17.467711300 | MOVE: MOVE 1,3 3,3
2026-07-22T10:56:24.535027800 | MOVE: MOVE 0,6 1,4
2026-07-22T10:56:24.535027800 | MOVE: MOVE 0,6 1,4
2026-07-22T10:56:24.535027800 | MOVE: MOVE 0,6 1,4
2026-07-22T11:08:35.892454200 | LOGIN: LOGIN_OK 1149
2026-07-22T11:08:45.480758200 | ROOM: ROOM_CREATED T75JG9
2026-07-22T11:08:45.481798700 | MATCH: ROLE WHITE
2026-07-22T11:09:14.410881100 | LOGIN: LOGIN_OK 1202
2026-07-22T11:09:43.126214800 | ROOM: JOIN_FAILED room not found
2026-07-22T11:09:52.565897500 | ROOM: JOIN_FAILED room not found
2026-07-22T11:09:53.765246 | ROOM: JOIN_FAILED room not found
2026-07-22T11:10:01.502860500 | ROOM: JOIN_FAILED room not found
2026-07-22T11:10:02.493625400 | ROOM: JOIN_FAILED room not found
2026-07-22T11:10:07.222364200 | ROOM: ROOM_CANCELLED
2026-07-22T11:10:36.507789 | LOGIN: LOGIN_OK 1149
2026-07-22T11:10:43.953580900 | ROOM: ROOM_CREATED 4EFNKE
2026-07-22T11:10:43.954579500 | MATCH: ROLE WHITE
2026-07-22T11:11:12.626219200 | LOGIN: LOGIN_OK 1202
2026-07-22T11:11:28.855200900 | ROOM: ROOM_JOINED 4EFNKE
2026-07-22T11:11:28.856165600 | MATCH: ROLE BLACK
2026-07-22T11:14:19.106801900 | LOGIN: LOGIN_OK 1149
2026-07-22T11:14:31.167992700 | ROOM: ROOM_CREATED WKSNEA
2026-07-22T11:14:31.168998700 | MATCH: ROLE WHITE
2026-07-22T11:15:10.649746400 | MOVE: MOVE 6,2 4,2
2026-07-22T11:15:17.212202600 | LOGIN: LOGIN_OK 1202
2026-07-22T11:15:33.368712700 | ROOM: ROOM_JOINED WKSNEA
2026-07-22T11:15:33.371715400 | MATCH: ROLE BLACK
2026-07-22T11:15:39.970938600 | MOVE: MOVE 1,2 3,2
2026-07-22T11:15:39.972941 | MOVE: MOVE 1,2 3,2
2026-07-22T11:15:55.103500500 | LOGIN: LOGIN_OK 1200
2026-07-22T11:16:11.819297200 | ROOM: ROOM_JOINED WKSNEA
2026-07-22T11:16:11.821381100 | MATCH: ROLE SPECTATOR
2026-07-22T11:16:34.567260400 | LOGIN: LOGIN_OK 1200
2026-07-22T11:16:44.410362400 | ROOM: ROOM_CREATED JHFLZK
2026-07-22T11:16:44.416275700 | MATCH: ROLE WHITE
2026-07-22T11:17:08.809731 | MOVE: MOVE 6,2 4,2
2026-07-22T11:17:21.563841600 | MOVE: MOVE 6,3 4,3
2026-07-22T11:17:23.683136600 | MOVE: MOVE 7,1 5,0
2026-07-22T11:17:29.302672500 | MOVE: MOVE 6,1 4,1
2026-07-22T11:17:30.050979300 | MOVE: MOVE 7,3 6,3
2026-07-22T11:18:02.387783300 | LOGIN: LOGIN_OK 1200
2026-07-22T11:18:20.947284300 | ROOM: ROOM_JOINED JHFLZK
2026-07-22T11:18:20.951278300 | MATCH: ROLE BLACK
2026-07-22T11:19:18.751024500 | MOVE: MOVE 1,3 3,3
2026-07-22T11:19:18.756187400 | MOVE: MOVE 1,3 3,3
2026-07-22T11:19:25.391659200 | MOVE: MOVE 0,3 1,3
2026-07-22T11:19:25.391659200 | MOVE: MOVE 0,3 1,3
2026-07-22T11:19:30.026216300 | MOVE: MOVE 1,3 2,3
2026-07-22T11:19:30.026216300 | MOVE: MOVE 1,3 2,3
2026-07-22T11:19:34.886309800 | MOVE: MOVE 2,3 3,2
2026-07-22T11:19:34.886309800 | MOVE: MOVE 2,3 3,2
2026-07-22T11:19:39.819103600 | MOVE: MOVE 3,2 4,3
2026-07-22T11:19:39.819103600 | MOVE: MOVE 3,2 4,3
2026-07-22T11:19:47.750433800 | MOVE: MOVE 4,3 5,3
2026-07-22T11:19:47.750433800 | MOVE: MOVE 4,3 5,3
2026-07-22T11:19:52.569505400 | MOVE: MOVE 5,3 6,3
2026-07-22T11:19:52.571495900 | MOVE: MOVE 5,3 6,3
2026-07-22T11:19:52.626765900 | GAME_OVER: winner=BLACK
2026-07-22T11:19:52.626765900 | GAME_OVER: winner=BLACK
2026-07-22T11:33:57.036423400 | LOGIN: LOGIN_OK 1149
2026-07-22T11:34:10.568641900 | LOGIN: LOGIN_OK 1202
2026-07-22T11:34:14.343184600 | MATCH: ROLE BLACK
2026-07-22T11:34:14.343184600 | MATCH: ROLE WHITE
2026-07-22T11:34:27.222739100 | MOVE: MOVE 1,6 3,6
2026-07-22T11:34:27.223728100 | MOVE: MOVE 1,6 3,6
2026-07-22T11:34:35.118267200 | MOVE: MOVE 1,5 3,5
2026-07-22T11:34:35.118267200 | MOVE: MOVE 1,5 3,5
2026-07-22T11:35:14.075231200 | MOVE: MOVE 1,1 3,1
2026-07-22T11:35:14.075231200 | MOVE: MOVE 1,1 3,1
2026-07-22T11:35:22.763493700 | MOVE: MOVE 6,2 4,2
2026-07-22T11:35:22.763493700 | MOVE: MOVE 6,2 4,2
2026-07-22T11:39:39.519142100 | LOGIN: LOGIN_OK 1149
2026-07-22T11:39:53.484515700 | LOGIN: LOGIN_OK 1202
2026-07-22T11:39:57.339286500 | MATCH: ROLE WHITE
2026-07-22T11:39:57.339286500 | MATCH: ROLE BLACK
2026-07-22T11:44:37.361190300 | LOGIN: LOGIN_OK 1149
2026-07-22T11:44:49.358797200 | ROOM: JOIN_FAILED room not found
2026-07-22T11:44:50.725902 | ROOM: JOIN_FAILED room not found
2026-07-22T11:44:53.598064500 | ROOM: ROOM_CANCELLED
2026-07-22T11:45:58.319012200 | MATCH: NO_MATCH
2026-07-22T11:46:58.325338 | MATCH: NO_MATCH
2026-07-22T11:47:58.328609300 | MATCH: NO_MATCH
2026-07-22T11:48:58.341524 | MATCH: NO_MATCH
2026-07-22T11:49:58.360047400 | MATCH: NO_MATCH
2026-07-22T11:50:58.376400600 | MATCH: NO_MATCH
2026-07-22T11:51:58.382970100 | MATCH: NO_MATCH
2026-07-22T11:52:58.388296700 | MATCH: NO_MATCH
2026-07-22T11:53:58.392479700 | MATCH: NO_MATCH
2026-07-22T11:55:28.177428600 | LOGIN: LOGIN_OK 1149
2026-07-22T11:55:43.366426300 | LOGIN: LOGIN_OK 1202
2026-07-22T11:55:45.334629300 | MATCH: ROLE WHITE
2026-07-22T11:55:45.334629300 | MATCH: ROLE BLACK
2026-07-22T11:55:52.851124100 | MOVE: MOVE 6,3 4,3
2026-07-22T11:55:52.854119200 | MOVE: MOVE 6,3 4,3
2026-07-22T11:57:18.105119 | MOVE: MOVE 4,3 3,3
2026-07-22T11:57:18.106130100 | MOVE: MOVE 4,3 3,3
2026-07-22T11:57:24.211708400 | MOVE: MOVE 6,2 5,2
2026-07-22T11:57:24.211708400 | MOVE: MOVE 6,2 5,2
2026-07-22T11:57:29.373071800 | MOVE: MOVE 5,2 4,2
2026-07-22T11:57:29.373071800 | MOVE: MOVE 5,2 4,2
2026-07-22T11:57:33.305834600 | MOVE: MOVE 4,2 3,2
2026-07-22T11:57:33.308375700 | MOVE: MOVE 4,2 3,2
2026-07-22T11:57:37.049391400 | MOVE: MOVE 3,2 2,2
2026-07-22T11:57:37.049391400 | MOVE: MOVE 3,2 2,2
2026-07-22T11:57:41.835386900 | MOVE: MOVE 2,2 1,1
2026-07-22T11:57:41.835386900 | MOVE: MOVE 2,2 1,1
2026-07-22T11:57:46.575265200 | MOVE: MOVE 1,1 0,2
2026-07-22T11:57:46.575265200 | MOVE: MOVE 1,1 0,2
2026-07-22T11:57:57.017209500 | MOVE: MOVE 1,3 2,3
2026-07-22T11:57:57.017209500 | MOVE: MOVE 1,3 2,3
2026-07-22T11:58:08.705793 | MOVE: MOVE 1,4 3,4
2026-07-22T11:58:08.706804200 | MOVE: MOVE 1,4 3,4
2026-07-22T11:58:15.144878900 | MOVE: MOVE 3,4 4,4
2026-07-22T11:58:15.145837100 | MOVE: MOVE 3,4 4,4
2026-07-22T11:58:19.342126 | MOVE: MOVE 4,4 5,4
2026-07-22T11:58:19.342126 | MOVE: MOVE 4,4 5,4
2026-07-22T11:58:23.577589300 | MOVE: MOVE 5,4 6,5
2026-07-22T11:58:23.578616700 | MOVE: MOVE 5,4 6,5
2026-07-22T11:58:28.163129100 | MOVE: MOVE 6,5 7,6
2026-07-22T11:58:28.163129100 | MOVE: MOVE 6,5 7,6
2026-07-22T12:07:28.108541500 | LOGIN: LOGIN_OK 1149
2026-07-22T12:07:33.167358400 | ROOM: ROOM_CREATED HN323D
2026-07-22T12:07:33.168358700 | MATCH: ROLE WHITE
2026-07-22T12:07:57.090096200 | LOGIN: LOGIN_OK 1202
2026-07-22T12:08:07.767168400 | ROOM: ROOM_JOINED HN323D
2026-07-22T12:08:07.769424900 | MATCH: ROLE BLACK
2026-07-22T12:08:16.413592900 | MOVE: MOVE 1,2 2,2
2026-07-22T12:08:16.413592900 | MOVE: MOVE 1,2 2,2
2026-07-22T12:21:44.064037900 | LOGIN: LOGIN_OK 1149
2026-07-22T12:21:58.307218700 | LOGIN: LOGIN_OK 1202
2026-07-22T12:22:00.062215600 | MATCH: ROLE WHITE
2026-07-22T12:22:00.063217400 | MATCH: ROLE BLACK
2026-07-22T12:22:33.653041 | MOVE: MOVE 6,7 5,7
2026-07-22T12:22:33.653041 | MOVE: MOVE 6,7 5,7
2026-07-22T12:31:11.253325100 | LOGIN: LOGIN_OK 1149
2026-07-22T12:31:27.974537 | LOGIN: LOGIN_OK 1202
2026-07-22T12:31:29.652861 | MATCH: ROLE BLACK
2026-07-22T12:31:29.652861 | MATCH: ROLE WHITE
2026-07-22T12:36:35.288534100 | LOGIN: LOGIN_OK 1149
2026-07-22T12:36:48.038523800 | LOGIN: LOGIN_OK 1202
2026-07-22T12:36:50.436958800 | MATCH: ROLE BLACK
2026-07-22T12:36:50.436958800 | MATCH: ROLE WHITE
2026-07-22T12:36:56.989370400 | MOVE: MOVE 6,2 5,2
2026-07-22T12:36:56.989370400 | MOVE: MOVE 6,2 5,2
2026-07-22T12:37:02.616006800 | MOVE: MOVE 1,5 3,5
2026-07-22T12:37:02.617208400 | MOVE: MOVE 1,5 3,5
2026-07-22T12:37:15.017232200 | MOVE: MOVE 5,2 4,2
2026-07-22T12:37:15.017232200 | MOVE: MOVE 5,2 4,2
2026-07-22T12:37:17.263588800 | MOVE: MOVE 6,3 4,3
2026-07-22T12:37:17.263588800 | MOVE: MOVE 6,3 4,3
2026-07-22T12:37:18.614372700 | MOVE: MOVE 6,5 4,5
2026-07-22T12:37:18.615375700 | MOVE: MOVE 6,5 4,5
2026-07-22T12:37:19.735648100 | MOVE: MOVE 6,7 4,7
2026-07-22T12:37:19.735648100 | MOVE: MOVE 6,7 4,7
2026-07-22T12:37:20.106069100 | MOVE: MOVE 7,3 6,2
2026-07-22T12:37:20.107080500 | MOVE: MOVE 7,3 6,2
2026-07-22T12:37:22.468173300 | MOVE: MOVE 7,1 5,2
2026-07-22T12:37:22.468173300 | MOVE: MOVE 7,1 5,2
2026-07-22T12:37:23.108936200 | MOVE: MOVE 1,3 2,3
2026-07-22T12:37:23.108936200 | MOVE: MOVE 1,3 2,3
2026-07-22T12:37:26.422483900 | MOVE: MOVE 1,4 3,4
2026-07-22T12:37:26.423489200 | MOVE: MOVE 1,4 3,4
2026-07-22T12:37:27.686287 | MOVE: MOVE 0,6 2,5
2026-07-22T12:37:27.686287 | MOVE: MOVE 0,6 2,5
2026-07-22T12:37:27.925218400 | MOVE: MOVE 1,7 2,7
2026-07-22T12:37:27.926222400 | MOVE: MOVE 1,7 2,7
2026-07-22T12:37:29.526307300 | MOVE: MOVE 6,2 5,1
2026-07-22T12:37:29.526307300 | MOVE: MOVE 6,2 5,1
2026-07-22T12:37:32.036769 | MOVE: MOVE 1,1 3,1
2026-07-22T12:37:32.037775200 | MOVE: MOVE 1,1 3,1
2026-07-22T12:37:35.557506200 | MOVE: MOVE 6,0 4,0
2026-07-22T12:37:35.557506200 | MOVE: MOVE 6,0 4,0
2026-07-22T12:37:35.983100900 | MOVE: MOVE 0,4 4,0
2026-07-22T12:37:35.983100900 | MOVE: MOVE 0,4 4,0
2026-07-22T12:37:37.300213600 | MOVE: MOVE 6,4 4,4
2026-07-22T12:37:37.300213600 | MOVE: MOVE 6,4 4,4
2026-07-22T12:38:01.493942400 | MOVE: MOVE 5,1 4,0
2026-07-22T12:38:01.494951700 | MOVE: MOVE 5,1 4,0
2026-07-22T12:39:35.381405500 | MOVE: MOVE 3,4 4,5
2026-07-22T12:39:35.381405500 | MOVE: MOVE 3,4 4,5
2026-07-22T12:41:50.252537200 | LOGIN: LOGIN_OK 1149
2026-07-22T12:42:08.434842600 | LOGIN: LOGIN_OK 1202
2026-07-22T12:42:10.272493500 | MATCH: ROLE BLACK
2026-07-22T12:42:10.272493500 | MATCH: ROLE WHITE
2026-07-22T12:42:18.567492800 | MOVE: MOVE 6,2 4,2
2026-07-22T12:42:18.567492800 | MOVE: MOVE 6,2 4,2
2026-07-22T12:42:26.738913100 | MOVE: MOVE 1,7 3,7
2026-07-22T12:42:26.739917500 | MOVE: MOVE 1,7 3,7
2026-07-22T12:42:33.043643400 | MOVE: MOVE 6,0 4,0
2026-07-22T12:42:33.043643400 | MOVE: MOVE 6,0 4,0
2026-07-22T12:42:36.595830300 | MOVE: MOVE 1,5 3,5
2026-07-22T12:42:36.596828900 | MOVE: MOVE 1,5 3,5
2026-07-22T12:42:38.226194300 | MOVE: MOVE 1,4 3,4
2026-07-22T12:42:38.226194300 | MOVE: MOVE 1,4 3,4
2026-07-22T12:42:39.611965100 | MOVE: MOVE 1,3 3,3
2026-07-22T12:42:39.612983800 | MOVE: MOVE 1,3 3,3
2026-07-22T12:42:41.044379100 | MOVE: MOVE 1,2 3,2
2026-07-22T12:42:41.044379100 | MOVE: MOVE 1,2 3,2
2026-07-22T12:42:42.915646900 | MOVE: MOVE 6,3 4,3
2026-07-22T12:42:42.915646900 | MOVE: MOVE 6,3 4,3
2026-07-22T12:42:44.403890 | MOVE: MOVE 6,4 4,4
2026-07-22T12:42:44.403890 | MOVE: MOVE 6,4 4,4
2026-07-22T12:42:45.814895800 | MOVE: MOVE 0,3 1,3
2026-07-22T12:42:45.814895800 | MOVE: MOVE 0,3 1,3
2026-07-22T12:42:48.627093300 | MOVE: MOVE 6,6 4,6
2026-07-22T12:42:48.627093300 | MOVE: MOVE 6,6 4,6
2026-07-22T12:42:50.818829500 | MOVE: MOVE 1,0 3,0
2026-07-22T12:42:50.818829500 | MOVE: MOVE 1,0 3,0
2026-07-22T12:42:52.660256100 | MOVE: MOVE 6,7 4,7
2026-07-22T12:42:52.660256100 | MOVE: MOVE 6,7 4,7
2026-07-22T12:42:54.035924400 | MOVE: MOVE 0,7 2,7
2026-07-22T12:42:54.035924400 | MOVE: MOVE 0,7 2,7
2026-07-22T12:42:55.846377700 | MOVE: MOVE 6,1 4,1
2026-07-22T12:42:55.846377700 | MOVE: MOVE 6,1 4,1
2026-07-22T12:43:00.653339 | MOVE: MOVE 3,3 4,2
2026-07-22T12:43:00.653339 | MOVE: MOVE 3,3 4,2
2026-07-22T12:43:13.454910700 | MOVE: MOVE 3,7 4,6
2026-07-22T12:43:13.454910700 | MOVE: MOVE 3,7 4,6
2026-07-22T12:43:50.125361800 | MOVE: MOVE 7,2 2,7
2026-07-22T12:43:50.125361800 | MOVE: MOVE 7,2 2,7
2026-07-22T12:43:55.635797300 | MOVE: MOVE 7,1 5,2
2026-07-22T12:43:55.636801300 | MOVE: MOVE 7,1 5,2
2026-07-22T12:44:18.178507100 | MOVE: MOVE 7,3 6,2
2026-07-22T12:44:18.179501600 | MOVE: MOVE 7,3 6,2
2026-07-22T12:44:22.162752600 | MOVE: MOVE 7,4 5,4
2026-07-22T12:44:22.162752600 | MOVE: MOVE 7,4 5,4
2026-07-22T12:44:26.339743900 | MOVE: MOVE 7,5 5,7
2026-07-22T12:44:26.341258100 | MOVE: MOVE 7,5 5,7
2026-07-22T12:44:30.184742300 | MOVE: MOVE 7,6 5,5
2026-07-22T12:44:30.184742300 | MOVE: MOVE 7,6 5,5
2026-07-22T12:44:37.506585400 | MOVE: MOVE 7,0 5,0
2026-07-22T12:44:37.506585400 | MOVE: MOVE 7,0 5,0
2026-07-22T12:44:42.915790 | MOVE: MOVE 1,6 3,6
2026-07-22T12:44:42.915790 | MOVE: MOVE 1,6 3,6
2026-07-22T12:44:45.997729400 | MOVE: MOVE 0,6 2,7
2026-07-22T12:44:45.998746 | MOVE: MOVE 0,6 2,7
2026-07-22T12:44:52.551224800 | MOVE: MOVE 4,3 3,2
2026-07-22T12:44:52.551224800 | MOVE: MOVE 4,3 3,2
2026-07-22T12:45:03.571331 | MOVE: MOVE 5,0 5,1
2026-07-22T12:45:03.571331 | MOVE: MOVE 5,0 5,1
2026-07-22T12:45:08.723592200 | MOVE: MOVE 6,2 5,3
2026-07-22T12:45:08.723592200 | MOVE: MOVE 6,2 5,3
2026-07-22T12:45:10.681367900 | MOVE: MOVE 5,4 4,3
2026-07-22T12:45:10.682363100 | MOVE: MOVE 5,4 4,3
2026-07-22T12:45:18.983713900 | MOVE: MOVE 5,5 3,4
2026-07-22T12:45:18.983713900 | MOVE: MOVE 5,5 3,4
2026-07-22T12:45:26.770170 | MOVE: MOVE 4,7 3,7
2026-07-22T12:45:26.771169400 | MOVE: MOVE 4,7 3,7
2026-07-22T12:45:36.967781300 | MOVE: MOVE 2,7 0,6
2026-07-22T12:45:36.967781300 | MOVE: MOVE 2,7 0,6
2026-07-22T12:45:43.042816300 | MOVE: MOVE 5,1 6,1
2026-07-22T12:45:43.043831500 | MOVE: MOVE 5,1 6,1
2026-07-22T12:46:02.483739200 | MOVE: MOVE 0,6 2,5
2026-07-22T12:46:02.483739200 | MOVE: MOVE 0,6 2,5
2026-07-22T12:46:09.132618400 | MOVE: MOVE 0,4 3,4
2026-07-22T12:46:09.133673600 | MOVE: MOVE 0,4 3,4
2026-07-22T12:46:27.463305300 | MOVE: MOVE 4,4 3,5
2026-07-22T12:46:27.463305300 | MOVE: MOVE 4,4 3,5
2026-07-22T12:46:45.450581 | MOVE: MOVE 3,7 2,7
2026-07-22T12:46:45.451582 | MOVE: MOVE 3,7 2,7
2026-07-22T12:46:53.574465500 | MOVE: MOVE 5,7 4,6
2026-07-22T12:46:53.574465500 | MOVE: MOVE 5,7 4,6
2026-07-22T12:47:09.441731800 | LOGIN: LOGIN_OK 1200
2026-07-22T12:47:14.052428700 | ROOM: ROOM_CREATED 8FVGCP
2026-07-22T12:47:14.053484100 | MATCH: ROLE WHITE
2026-07-22T12:48:08.798003900 | LOGIN: LOGIN_OK 1216
2026-07-22T12:48:23.513255600 | ROOM: JOIN_FAILED room not found
2026-07-22T12:48:26.255377500 | ROOM: JOIN_FAILED room not found
2026-07-22T12:48:36.287581600 | ROOM: ROOM_JOINED 8FVGCP
2026-07-22T12:48:36.288582700 | MATCH: ROLE BLACK
2026-07-22T12:49:00.879123600 | MOVE: MOVE 1,2 3,2
2026-07-22T12:49:00.907411300 | MOVE: MOVE 1,2 3,2
2026-07-22T18:05:20.915125700 | LOGIN: LOGIN_OK 1149
2026-07-22T18:05:31.219138400 | ROOM: ROOM_CREATED 4VX226
2026-07-22T18:05:31.220134100 | MATCH: ROLE WHITE
2026-07-23T21:31:05.159415800 | LOGIN: LOGIN_OK 1149
2026-07-23T22:45:31.128555100 | LOGIN: LOGIN_OK 1149
2026-07-23T22:45:45.172802400 | LOGIN: LOGIN_OK 1202
2026-07-23T22:45:48.136121100 | MATCH: ROLE WHITE
2026-07-23T22:45:48.137127700 | MATCH: ROLE BLACK
2026-07-23T22:46:05.751127300 | MOVE: MOVE 1,2 3,2
2026-07-23T22:46:05.751127300 | MOVE: MOVE 1,2 3,2
2026-07-23T22:46:10.217805500 | MOVE: MOVE 6,5 4,5
